,candidate,Senate_votes,total_votes,Biden_votes,senatePRC,bidenPRC,difference
"Michigan, Jackson County",Gary Peters,32649,79681,31995,40.97463636,40.15386353,-0.820772832
"Michigan, Kalkaska County",Gary Peters,3013,10513,3002,28.65975459,28.55512223,-0.10463236
"Michigan, Kent County",Gary Peters,175256,358677,187915,48.8617893,52.39114858,3.529359284
"Michigan, Keweenaw County",Gary Peters,686,1535,672,44.69055375,43.77850163,-0.912052117
"Michigan, Lake County",Gary Peters,2286,6224,2288,36.72879177,36.76092545,0.032133676
"Michigan, Lapeer County",Gary Peters,16590,51937,16367,31.94254578,31.51317943,-0.429366348
"Michigan, Leelanau County",Gary Peters,8277,16835,8795,49.16542917,52.24235224,3.076923077
"Michigan, Lenawee County",Gary Peters,19767,52517,20918,37.63924063,39.8309119,2.191671268
"Michigan, Livingston County",Gary Peters,46118,125717,48220,36.68398069,38.35599004,1.672009354
"Michigan, Luce County",Gary Peters,855,2975,842,28.7394958,28.30252101,-0.43697479
"Michigan, Mackinac County",Gary Peters,2638,6985,2632,37.76664281,37.68074445,-0.085898354
"Michigan, Macomb County",Gary Peters,224448,486477,223952,46.13743301,46.03547547,-0.101957544
"Michigan, Manistee County",Gary Peters,5995,14563,6107,41.16596855,41.93504086,0.769072307
"Michigan, Mason County",Gary Peters,6660,17158,6802,38.81571279,39.64331507,0.827602285
"Michigan, Mecosta County",Gary Peters,7228,20856,7375,34.65669352,35.36152666,0.704833142
"Michigan, Menominee County",Gary Peters,4230,12264,4316,34.49119374,35.19243314,0.7012394
"Michigan, Midland County",Gary Peters,19927,48649,20493,40.96075973,42.12419577,1.163436042
"Michigan, Missaukee County",Gary Peters,1999,8707,1967,22.95853911,22.59101872,-0.367520386
"Michigan, Monroe County",Gary Peters,32721,85232,32975,38.39051061,38.68852074,0.298010137
"Michigan, Montcalm County",Gary Peters,9714,31628,9703,30.71329202,30.67851271,-0.034779309
"Michigan, Montmorency County",Gary Peters,1717,5805,1628,29.57795004,28.04478898,-1.533161068
"Michigan, Muskegon County",Gary Peters,44192,91053,45643,48.53437009,50.12794746,1.593577367
"Michigan, Newaygo County",Gary Peters,7696,26896,7873,28.61392029,29.27201071,0.658090422
"Michigan, Oceana County",Gary Peters,4796,13920,4944,34.45402299,35.51724138,1.063218391
"Michigan, Ogemaw County",Gary Peters,3788,11748,3475,32.24378618,29.57950289,-2.664283282
"Michigan, Ontonagon County",Gary Peters,1464,3754,1391,38.9984017,37.05380927,-1.944592435
"Michigan, Osceola County",Gary Peters,3226,12223,3214,26.39286591,26.29469034,-0.098175571
"Michigan, Oscoda County",Gary Peters,1384,4832,1342,28.64238411,27.77317881,-0.869205298
"Michigan, Otsego County",Gary Peters,4703,14630,4743,32.14627478,32.41968558,0.2734108
"Michigan, Ottawa County",Gary Peters,59187,167700,64705,35.29338104,38.58378056,3.290399523
"Michigan, Presque Isle County",Gary Peters,3056,8294,2911,36.84591271,35.09766096,-1.748251748
"Michigan, Roscommon County",Gary Peters,5309,14889,5166,35.65719659,34.69675599,-0.960440594
"Michigan, Sanilac County",Gary Peters,6244,22213,5966,28.10966551,26.85814613,-1.251519381
"Michigan, Schoolcraft County",Gary Peters,1712,4672,1589,36.64383562,34.01113014,-2.632705479
"Michigan, Shiawassee County",Gary Peters,15830,38725,15347,40.8779858,39.6307295,-1.247256294
"Michigan, St. Clair County",Gary Peters,31846,90534,31363,35.17573508,34.64223386,-0.533501226
"Michigan, St. Joseph County",Gary Peters,8824,27581,9262,31.99303869,33.58108843,1.588049744
"Michigan, Tuscola County",Gary Peters,9422,29137,8712,32.33689124,29.90012699,-2.436764252
"Michigan, Van Buren County",Gary Peters,15944,38699,16803,41.20003101,43.41972661,2.219695599
"Michigan, Wexford County",Gary Peters,5684,18112,5838,31.38250883,32.23277385,0.850265018
"Minnesota, Aitkin County",Tina Smith,3474,9840,3607,35.30487805,36.65650407,1.351626016
"Minnesota, Anoka County",Tina Smith,89416,206686,100893,43.26175938,48.81462702,5.552867635
"Minnesota, Becker County",Tina Smith,6370,19010,6589,33.50867964,34.66070489,1.15202525
"Minnesota, Beltrami County",Tina Smith,9987,23823,11426,41.92167233,47.96205348,6.040381144
"Minnesota, Benton County",Tina Smith,6835,21754,7280,31.41950906,33.46510986,2.045600809
"Minnesota, Big Stone County",Tina Smith,1106,2945,1053,37.55517827,35.75551783,-1.799660441
"Minnesota, Brown County",Tina Smith,4808,14458,4753,33.25494536,32.87453313,-0.380412229
"Minnesota, Carver County",Tina Smith,27616,65459,30774,42.18823997,47.01263386,4.824393895
"Minnesota, Cass County",Tina Smith,5913,18089,6342,32.68837415,35.0599812,2.371607054
"Minnesota, Chippewa County",Tina Smith,2270,6525,2226,34.78927203,34.11494253,-0.674329502
"Minnesota, Chisago County",Tina Smith,11014,33746,11806,32.63794227,34.9848871,2.346944823
"Minnesota, Clearwater County",Tina Smith,1224,4613,1260,26.53370908,27.31411229,0.780403208
"Minnesota, Cottonwood County",Tina Smith,1794,5991,1834,29.94491738,30.61258554,0.667668169
"Minnesota, Crow Wing County",Tina Smith,12964,39562,13726,32.76881856,34.69490926,1.926090693
"Minnesota, Dodge County",Tina Smith,4013,11991,4079,33.46676674,34.01717955,0.55041281
"Minnesota, Douglas County",Tina Smith,7617,23768,7868,32.04729047,33.10333221,1.056041737
"Minnesota, Faribault County",Tina Smith,2531,7747,2531,32.67071124,32.67071124,0
"Minnesota, Fillmore County",Tina Smith,4696,11966,4551,39.24452616,38.03275949,-1.211766672
"Minnesota, Freeborn County",Tina Smith,6797,16531,6889,41.11668986,41.67322001,0.556530155
"Minnesota, Goodhue County",Tina Smith,11186,28332,11806,39.48185797,41.67019624,2.188338275
"Minnesota, Grant County",Tina Smith,1349,3595,1300,37.52433936,36.16133519,-1.363004172
"Minnesota, Houston County",Tina Smith,4478,11199,4853,39.98571301,43.33422627,3.34851326
"Minnesota, Hubbard County",Tina Smith,4281,12798,4462,33.45053915,34.86482263,1.414283482
"Minnesota, Isanti County",Tina Smith,6751,23804,7138,28.3607797,29.98655688,1.62577718
"Minnesota, Itasca County",Tina Smith,10463,26223,10786,39.90008771,41.13183084,1.231743126
"Minnesota, Jackson County",Tina Smith,1744,5706,1745,30.56431826,30.58184367,0.017525412
"Minnesota, Kanabec County",Tina Smith,2612,9031,2774,28.92259993,30.71642122,1.793821282
"Minnesota, Kandiyohi County",Tina Smith,8117,22968,8440,35.3404737,36.74677813,1.406304424
"Minnesota, Kittson County",Tina Smith,1116,2596,1006,42.98921418,38.75192604,-4.237288136
"Minnesota, Koochiching County",Tina Smith,2637,6745,2659,39.09562639,39.42179392,0.326167532
"Minnesota, Lac qui Parle County",Tina Smith,1477,3982,1446,37.09191361,36.31341035,-0.778503265
"Minnesota, Lake of the Woods County",Tina Smith,650,2353,671,27.62430939,28.51678708,0.892477688
"Minnesota, Le Sueur County",Tina Smith,5401,16492,5672,32.74921174,34.39243269,1.643220956
"Minnesota, Lincoln County",Tina Smith,911,3079,937,29.58752842,30.43195843,0.84443001
"Minnesota, Lyon County",Tina Smith,4464,12728,4634,35.07228158,36.40791955,1.335637964
"Minnesota, Marshall County",Tina Smith,1490,5005,1295,29.77022977,25.87412587,-3.896103896
"Minnesota, Martin County",Tina Smith,3348,10868,3305,30.80603607,30.41037909,-0.395656975
"Minnesota, McLeod County",Tina Smith,6114,20605,6413,29.67240961,31.12351371,1.451104101
"Minnesota, Meeker County",Tina Smith,3889,13349,3867,29.13326841,28.96846206,-0.164806353
"Minnesota, Mille Lacs County",Tina Smith,4123,14333,4404,28.76578525,30.72629596,1.96051071
"Minnesota, Morrison County",Tina Smith,4452,19139,4367,23.26140342,22.81728408,-0.444119337
"Minnesota, Mower County",Tina Smith,8472,18852,8899,44.93952896,47.20454063,2.26501167
"Minnesota, Murray County",Tina Smith,1448,4802,1449,30.15410246,30.17492711,0.020824656
"Minnesota, Nobles County",Tina Smith,2776,8440,2933,32.89099526,34.75118483,1.860189573
"Minnesota, Norman County",Tina Smith,1497,3355,1404,44.61997019,41.84798808,-2.771982116
"Minnesota, Otter Tail County",Tina Smith,11728,35793,11958,32.76618333,33.40876708,0.642583745
"Minnesota, Pennington County",Tina Smith,2574,7192,2568,35.78976641,35.70634038,-0.083426029
"Minnesota, Pine County",Tina Smith,5055,15711,5419,32.1749093,34.49175737,2.316848068
"Minnesota, Pipestone County",Tina Smith,1200,4859,1306,24.6964396,26.87795843,2.181518831
"Minnesota, Polk County",Tina Smith,5577,15289,5439,36.47720583,35.57459611,-0.902609719
"Minnesota, Pope County",Tina Smith,2390,6892,2477,34.67788741,35.94022055,1.26233314
"Minnesota, Red Lake County",Tina Smith,769,2138,691,35.96819457,32.31992516,-3.648269411
"Minnesota, Redwood County",Tina Smith,2297,8181,2355,28.07725217,28.78621195,0.708959785
"Minnesota, Renville County",Tina Smith,2500,7939,2496,31.4901121,31.43972793,-0.050384179
"Minnesota, Rock County",Tina Smith,1461,5139,1556,28.42965558,30.27826425,1.848608679
"Minnesota, Roseau County",Tina Smith,2321,8306,2188,27.94365519,26.34240308,-1.601252107
"Minnesota, Scott County",Tina Smith,35758,86460,40040,41.35785334,46.31043257,4.952579227
"Minnesota, Sherburne County",Tina Smith,16584,54405,18065,30.48249242,33.20466869,2.722176271
"Minnesota, Sibley County",Tina Smith,2368,8297,2417,28.5404363,29.13101121,0.590574907
"Minnesota, Stearns County",Tina Smith,29931,83338,31879,35.91518875,38.25265785,2.337469102
"Minnesota, Steele County",Tina Smith,7412,20586,7917,36.00505198,38.45817546,2.453123482
"Minnesota, Stevens County",Tina Smith,1906,5013,1922,38.02114502,38.34031518,0.319170158
"Minnesota, Swift County",Tina Smith,1838,5147,1784,35.7101224,34.66096755,-1.049154847
"Minnesota, Todd County",Tina Smith,3354,13051,3286,25.69918014,25.17814727,-0.521032871
"Minnesota, Traverse County",Tina Smith,656,1826,661,35.92552026,36.19934283,0.273822563
"Minnesota, Wabasha County",Tina Smith,4513,12881,4696,35.03609968,36.45679683,1.420697151
"Minnesota, Wadena County",Tina Smith,1977,7574,2023,26.10245577,26.70979667,0.607340903
"Minnesota, Waseca County",Tina Smith,3365,10209,3496,32.96111274,34.24429425,1.283181507
"Minnesota, Watonwan County",Tina Smith,1960,5091,1987,38.49931251,39.02966018,0.530347672
"Minnesota, Wilkin County",Tina Smith,1095,3357,1026,32.61840929,30.56300268,-2.055406613
"Minnesota, Wright County",Tina Smith,25896,80601,28430,32.12863364,35.27251523,3.14388159
"Minnesota, Yellow Medicine County",Tina Smith,1678,5449,1688,30.79464122,30.97816113,0.183519912
"Mississippi, Alcorn County",Mike Espy,3641,15644,2782,23.2740987,17.78317566,-5.490923038
"Mississippi, Amite County",Mike Espy,2750,7172,2620,38.34355828,36.53095371,-1.812604573
"Mississippi, Attala County",Mike Espy,3824,8825,3542,43.33144476,40.13597734,-3.195467422
"Mississippi, Benton County",Mike Espy,1868,4282,1679,43.62447454,39.21064923,-4.413825315
"Mississippi, Calhoun County",Mike Espy,2138,6593,1902,32.42833308,28.84877901,-3.579554073
"Mississippi, Carroll County",Mike Espy,1923,5723,1729,33.60125808,30.21142757,-3.389830508
"Mississippi, Choctaw County",Mike Espy,1320,4209,1185,31.3613685,28.15395581,-3.207412687
"Mississippi, Clarke County",Mike Espy,3053,8348,2838,36.57163392,33.99616675,-2.575467178
"Mississippi, Covington County",Mike Espy,3637,9382,3416,38.76572159,36.41014709,-2.355574504
"Mississippi, DeSoto County",Mike Espy,31115,76109,28265,40.88215586,37.13752644,-3.744629413
"Mississippi, Forrest County",Mike Espy,14871,31676,13755,46.94721556,43.42404344,-3.523172118
"Mississippi, Franklin County",Mike Espy,1570,4464,1480,35.1702509,33.15412186,-2.016129032
"Mississippi, George County",Mike Espy,1844,10922,1218,16.8833547,11.1518037,-5.731550998
"Mississippi, Greene County",Mike Espy,1196,5726,966,20.88718128,16.87041565,-4.01676563
"Mississippi, Grenada County",Mike Espy,5120,10935,4734,46.82213077,43.29218107,-3.529949703
"Mississippi, Hancock County",Mike Espy,5651,20761,4504,27.21930543,21.69452339,-5.524782043
"Mississippi, Harrison County",Mike Espy,30367,75776,27728,40.07469383,36.59206081,-3.482633024
"Mississippi, Itawamba County",Mike Espy,1680,10761,1249,15.61193198,11.606728,-4.005203977
"Mississippi, Jackson County",Mike Espy,19334,54329,17375,35.5868873,31.98107825,-3.605809052
"Mississippi, Jones County",Mike Espy,9422,29980,8517,31.42761841,28.40893929,-3.018679119
"Mississippi, Lafayette County",Mike Espy,10806,23365,10070,46.24866253,43.09865183,-3.1500107
"Mississippi, Lamar County",Mike Espy,8157,28469,7340,28.6522182,25.78243001,-2.869788191
"Mississippi, Lauderdale County",Mike Espy,13537,31137,12960,43.4756078,41.62250699,-1.853100813
"Mississippi, Lawrence County",Mike Espy,2318,6663,2260,34.78913402,33.91865526,-0.870478763
"Mississippi, Leake County",Mike Espy,4123,9209,3897,44.77141926,42.3172983,-2.454120969
"Mississippi, Lee County",Mike Espy,13372,36899,12189,36.23946448,33.03341554,-3.206048944
"Mississippi, Lincoln County",Mike Espy,5256,16810,5040,31.26710291,29.98215348,-1.284949435
"Mississippi, Madison County",Mike Espy,25374,56273,24440,45.09089617,43.43113038,-1.659765785
"Mississippi, Marion County",Mike Espy,4177,12191,3787,34.26298089,31.0638996,-3.199081289
"Mississippi, Monroe County",Mike Espy,6441,17280,5874,37.27430556,33.99305556,-3.28125
"Mississippi, Montgomery County",Mike Espy,2264,5091,2121,44.47063445,41.66175604,-2.808878413
"Mississippi, Neshoba County",Mike Espy,3602,11640,3260,30.94501718,28.00687285,-2.93814433
"Mississippi, Newton County",Mike Espy,3290,10129,3075,32.48099516,30.35837694,-2.122618225
"Mississippi, Pearl River County",Mike Espy,5053,23669,4148,21.34859943,17.52503274,-3.823566691
"Mississippi, Perry County",Mike Espy,1555,5902,1362,26.34700102,23.07692308,-3.27007794
"Mississippi, Pontotoc County",Mike Espy,3164,14317,2614,22.09960187,18.25801495,-3.841586925
"Mississippi, Prentiss County",Mike Espy,2694,10535,2153,25.57190318,20.43663977,-5.135263408
"Mississippi, Rankin County",Mike Espy,20315,70481,18847,28.82337084,26.74054,-2.082830834
"Mississippi, Scott County",Mike Espy,4649,10734,4330,43.31097447,40.33910937,-2.971865102
"Mississippi, Simpson County",Mike Espy,4303,11825,4037,36.38900634,34.13953488,-2.249471459
"Mississippi, Smith County",Mike Espy,1977,8309,1791,23.79347695,21.55494043,-2.238536527
"Mississippi, Stone County",Mike Espy,2051,7858,1802,26.100789,22.93204378,-3.168745228
"Mississippi, Tate County",Mike Espy,4694,13032,4183,36.01903008,32.09791283,-3.92111725
"Mississippi, Tippah County",Mike Espy,2432,10034,1937,24.23759219,19.30436516,-4.933227028
"Mississippi, Tishomingo County",Mike Espy,1594,9073,1059,17.56861016,11.67199383,-5.896616334
"Mississippi, Union County",Mike Espy,2660,12656,2160,21.01769912,17.06700379,-3.950695322
"Mississippi, Walthall County",Mike Espy,2993,7088,2835,42.22629797,39.99717833,-2.229119639
"Mississippi, Wayne County",Mike Espy,3954,10087,3624,39.19896897,35.92743135,-3.271537623
"Mississippi, Webster County",Mike Espy,1198,5384,1043,22.25111441,19.37221397,-2.878900446
"Mississippi, Winston County",Mike Espy,4303,9266,4040,46.4385927,43.60025901,-2.838333693
"Mississippi, Yalobusha County",Mike Espy,3005,6512,2785,46.1455774,42.76719902,-3.378378378
"Montana, Beaverhead County",Steve Bullock,1890,5665,1608,33.36275375,28.38481906,-4.977934687
"Montana, Broadwater County",Steve Bullock,1003,4110,835,24.40389294,20.3163017,-4.087591241
"Montana, Carbon County",Steve Bullock,2591,6995,2421,37.04074339,34.61043603,-2.430307362
"Montana, Carter County",Steve Bullock,94,861,74,10.91753775,8.594657375,-2.322880372
"Montana, Cascade County",Steve Bullock,17727,40039,15456,44.27433253,38.6023627,-5.671969829
"Montana, Chouteau County",Steve Bullock,1179,2992,991,39.40508021,33.12165775,-6.28342246
"Montana, Custer County",Steve Bullock,1865,5860,1514,31.82593857,25.83617747,-5.989761092
"Montana, Daniels County",Steve Bullock,243,1030,195,23.59223301,18.93203883,-4.660194175
"Montana, Dawson County",Steve Bullock,1189,4823,962,24.65270578,19.94609164,-4.706614141
"Montana, Fallon County",Steve Bullock,235,1576,172,14.91116751,10.91370558,-3.997461929
"Montana, Fergus County",Steve Bullock,1788,6534,1496,27.36455464,22.8956229,-4.468931742
"Montana, Flathead County",Steve Bullock,22180,60041,20274,36.94142336,33.76692593,-3.174497427
"Montana, Garfield County",Steve Bullock,73,809,41,9.023485785,5.067985167,-3.955500618
"Montana, Golden Valley County",Steve Bullock,99,504,78,19.64285714,15.47619048,-4.166666667
"Montana, Granite County",Steve Bullock,741,2101,638,35.26891956,30.36649215,-4.902427416
"Montana, Hill County",Steve Bullock,3477,7223,2981,48.13789284,41.27094005,-6.86695279
"Montana, Jefferson County",Steve Bullock,2967,8173,2625,36.30245932,32.11794935,-4.184509972
"Montana, Judith Basin County",Steve Bullock,322,1348,275,23.88724036,20.40059347,-3.486646884
"Montana, Lake County",Steve Bullock,7664,16628,6916,46.09093096,41.59249459,-4.498436372
"Montana, Liberty County",Steve Bullock,299,1088,249,27.48161765,22.88602941,-4.595588235
"Montana, Lincoln County",Steve Bullock,3228,11718,2835,27.54736303,24.19354839,-3.353814644
"Montana, Madison County",Steve Bullock,2015,6118,1771,32.93559987,28.94736842,-3.988231448
"Montana, McCone County",Steve Bullock,177,1123,155,15.76135352,13.80231523,-1.95903829
"Montana, Meagher County",Steve Bullock,306,1118,258,27.37030411,23.07692308,-4.293381038
"Montana, Mineral County",Steve Bullock,816,2551,686,31.9874559,26.89141513,-5.096040768
"Montana, Musselshell County",Steve Bullock,538,2879,413,18.68704411,14.34525877,-4.341785342
"Montana, Park County",Steve Bullock,5766,11607,5280,49.6769191,45.48979064,-4.187128457
"Montana, Petroleum County",Steve Bullock,51,351,39,14.52991453,11.11111111,-3.418803419
"Montana, Phillips County",Steve Bullock,483,2378,416,20.31118587,17.49369218,-2.817493692
"Montana, Pondera County",Steve Bullock,1072,3005,903,35.67387687,30.04991681,-5.623960067
"Montana, Powder River County",Steve Bullock,180,1137,154,15.83113456,13.54441513,-2.286719437
"Montana, Powell County",Steve Bullock,936,3176,752,29.47103275,23.67758186,-5.793450882
"Montana, Prairie County",Steve Bullock,161,747,126,21.55287818,16.86746988,-4.6854083
"Montana, Ravalli County",Steve Bullock,9868,28574,8763,34.53489186,30.6677399,-3.867151956
"Montana, Richland County",Steve Bullock,1122,5791,875,19.37489207,15.10965291,-4.265239164
"Montana, Rosebud County",Steve Bullock,1338,3774,1199,35.45310016,31.7700053,-3.68309486
"Montana, Sanders County",Steve Bullock,2191,7586,1820,28.88215133,23.99156341,-4.890587925
"Montana, Sheridan County",Steve Bullock,668,2024,574,33.00395257,28.35968379,-4.644268775
"Montana, Stillwater County",Steve Bullock,1374,5744,1156,23.92061281,20.12534819,-3.795264624
"Montana, Sweet Grass County",Steve Bullock,625,2459,549,25.41683611,22.32614884,-3.090687271
"Montana, Teton County",Steve Bullock,1165,3706,1007,31.43550998,27.17215326,-4.263356719
"Montana, Toole County",Steve Bullock,595,2123,467,28.02637777,21.99717381,-6.029203957
"Montana, Treasure County",Steve Bullock,88,464,78,18.96551724,16.81034483,-2.155172414
"Montana, Valley County",Steve Bullock,1306,4259,1030,30.66447523,24.18408077,-6.480394459
"Montana, Wheatland County",Steve Bullock,270,1059,225,25.49575071,21.24645892,-4.249291785
"Montana, Wibaux County",Steve Bullock,105,596,77,17.61744966,12.91946309,-4.697986577
